,AIF1,CD11B,AOAH,ARHGAP25,ZNF101,CEP68,GLRX,COQ8A,GPR155,SELPLG,PDP1,RNF214,STK10,CORO7,ITFG2,FOXP3,PRSS23,SAMHD1,PRKCB,TNFSF8,ADRB2,MYO1G,LITAF,ADGRG1,VCL,STMN3,ZAP70,TRMT1,CD28,SLA,GAB3,TMEM123,GZMB,RASSF1,TSHZ2,PDK1,AGTPBP1,SVIL,CD5,FANK1,LEF1,LCK,MTSS1,SGSM3,UCHL1,DSTN,CD248,RASGRP2,TRAF3IP3,WDR43,PLEK,CLDND1,GLUT1,PDE3B,FCRL6,RTKN2,GIMAP2,CCM2,CD38,PATL2,CD8B,TBX21,GLTSCR2,LDHB,FKBP5,TTC16,RIC3,CX3CR1,NELL2,SCML4,CD127,ARHGEF18,RAP1GAP2,LGALS1,WDR37,GPR183,CD42b,BEX4,NOSIP,ADAM8,IL2RA,SNURF,CCR10,CD161,NPM1,GCSAM,SLCO4C1,TTN,SERINC5,FCRL3,RGS19,FAM102A,LMO7,TMEM204,C12orf75,SPON2,CCL5,GIMAP5,OXNAD1,ATP2B1,KCNAB2,SPINT2,CAMK4,EIF3L,CD19,TIGIT,Helios,C1orf21,LTB,LLGL2,FCMR,TRAT1,TMEM63A,KLRF1,ARHGAP45,VEZF1,B3GNT2,BIRC3,SRPK2,CD247,FAM117B,CD6,CAPN2,EIF3E,CD27,NDFIP1,CD62L,APBA2,PLEKHG3,MBP,TIM3,DGKA,FAM110A,GITR,TPCN1,FHIT,SH3BP5,TOMM7,ACTN1,CD3G,LILRB1,NOG,LDLRAP1,GIMAP8,CD3E,MYO1F,C1orf228,SPTBN1,CCR4,CD48,PASK,CTLA4,GZMA,RSL1D1,CD146,LRRC75A,IL-17,APEX1,CORO1A,CD39,PI16,IGF1R,SH3YL1,GLUL,IL17RA,CEP78,ABLIM1,CD101,FYB1,HAPLN3,TTC39C,USP28,OSBPL5,NT5E,CCR6,GK5,LPCAT1,EPHX2,CD272,FOXP1,FAM60A,AHNAK,PXN,SLC9A3R1,THEM4,CD122,TBC1D4,GZMK,CXCR3,ELK3,TM4SF19,F5,ITGAL,TRABD2A,CD57,CCDC141,ITK,UBQLN2,CD95,GNLY,CCR8,CD3D,PLEKHB1,CASP2,PRKCA,FCGR3B,SAMD3,CD71,FCGR3A,CPNE2,LCP2,CASP8,CD18,TLDC2,RCAN3,CORO7-PAM16,HPGD,C6orf48,CD31,BACH2,BIN2,IL2RG,PSIP1,SLC40A1,CD2,CXCR4,CD29,CMTM7,SYNE1,SNX20,CD45,ARL4C,SH2D1A,ATM,TTC38,MAML2,EEF1B2,BCL2,TPST2,LMNA,TESPA1,TCF7,TGFBR3,CD69,NPAT,CD56,MLXIP,IL10RA,IL-4,S1PR5,EXOSC8,ISG20,CD49D,R3HDM4,CD30,FGR,VIPR1,CD14,PIK3IP1,THAP7,TRAP1,C1orf162,FUT11,CD55,METTL7A,CA6,RPS5,TRIM16,TAGLN2,ZEB2,STAM,RACK1,LRRN3,TXK,EMP3,SATB1,FLNA,MYC,FGFBP2,CD52,RAP1B,KLRD1,CD4,MAL,CD8,RAP2B,PIK3R5,ZNF683,RNF166,USP15,GZMH,EFHD2,NKG7,PD-1,CD53,CD37,SNED1,CD197,PTPRCAP,ZNF600,CD300A,SMAP2,EEF2,RPS8
Cell_106,0,0,0,0,11,0,0,20,15,0,0,0,0,1,0,0,3,0,0,0,0,21,0,2,0,0,0,7,0,0,7,0,0,7,0,0,0,0,0,44,0,0,3,0,0,0,4,3,1,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,90,0,0,0,3,0,1,0,0,0,7,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,12,0,0,1,0,0,24,1,1,2,2,0,1,0,0,17,0,0,11,0,0,1,1,7,0,1,0,4,0,1,6,1,0,0,0,0,0,0,0,0,5,45,0,0,2,0,0,0,2,2,3,0,17,0,0,6,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,14,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,12,0,2,1,0,0,0,0,0,47,20,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,12,3,0,0,3,0,0,0,0,0,1,1,0,92,10,5,0,2
Cell_107,0,0,2,1,13,8,0,1,34,0,0,16,0,2,0,0,0,0,2,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,0,2,461,14,0,0,0,0,12,0,0,6,0,3,0,4,0,1,0,0,0,0,0,15,0,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,0,1,2,0,3,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,48,0,1,0,0,3,0,0,1,0,0,0,24,0,0,0,9,0,0,10,29,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,2,0,1,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0,0,15,0,0,0,0,0,0,0,9,2945,0,0,4,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,5,0,1,0,0,28,0,0,0,0,3,1,1,4,1,0,1,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,11,0,11,0,12,0,0,0,1,0,0,1,1,0,0,1,0,0,0
Cell_108,3,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,5,0,9,0,0,0,0,11,0,0,7,13,0,0,0,0,8,1,0,0,3,0,5,0,1,0,20,0,15,0,3,0,0,1,0,0,0,1,2,0,0,0,16,1,0,1,0,0,0,1,0,0,7,0,0,24,0,1,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,24,0,0,1,0,1,0,0,0,0,0,2,3,0,2,0,0,0,0,2,0,2,0,4,0,0,0,0,2,2,0,1,0,3,8,0,2,0,0,8,0,0,1,0,1,0,0,12,0,0,1,12,0,0,0,0,0,0,0,0,0,85,0,0,0,2,0,9,0,1,0,1,0,7,0,0,0,0,0,6,1,16,1,4,0,0,0,0,0,2,1,0,0,6,3,1,0,0,217,0,0,0,1,0,1,0,0,0,0,13,0,1,10,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,4,0,2,0,2,0,0,6,0,0,2,0,5,1,6
Cell_109,0,0,0,0,3,46,0,0,95,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,2,1107,0,15,0,0,0,0,0,9,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,44,0,2,0,82,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,4,2,0,0,1,0,1,8,3,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,6,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,1,0,2,0,6,1,1,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,45,0,0,3,1,0,0,0,2,0,0,0,3,1,0,0,10,3,0,0,0,27,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,8,2,0,0,0,8,0,0,0,0,0,11,0,0,0,0,14,0,0,25,0,1,0,0,10,0,0,0,0,0,20,0,0,2,0,0,0,3,25,0,0,0,1,0,3,0,0,0,9,0,0,16,49,46,0,0
Cell_110,0,0,0,0,7,3,0,0,21,0,0,0,0,0,0,1,0,16,0,2,0,3,0,16,0,0,0,1,0,0,0,9,0,1,0,0,62,0,0,0,0,0,0,0,0,3,0,20,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,1,0,0,0,12,1,1,0,99,0,0,0,0,0,2,0,0,29,1,0,0,0,0,3,0,0,0,0,0,3,0,0,20,0,0,0,5,0,21,64,1,3,0,0,0,1,0,0,0,0,1,0,0,10,0,13,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,63,0,0,0,0,0,0,601,0,11,1,0,0,7,0,0,0,0,24,0,0,2,0,1,0,3,0,0,11,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,359,0,0,9,0,0,31,0,1,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,19,0,0,3,0,5,0,0,8,0,0,1,0,0,8,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,0,10,0,2,0,5
Cell_111,0,0,0,0,6,1,0,16,42,0,4,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,2,9,0,0,0,1,5,1,1,1,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,61,0,0,0,0,1,1,1,0,16,1,0,0,0,0,0,0,1,1,2,0,0,0,1,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,1,3,2,0,1,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,1,0,3,12,0,1,0,0,0,0,3,0,1,0,0,111,0,1,2,0,0,7,0,16,3,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,7,3,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,78,45,1,1,1,0,0,0,0,7,2,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,20,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,2
Cell_112,2,0,0,0,29,8,0,2,23,0,4,7,0,0,1,0,1,5,0,11,0,1,0,26,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,4,1,0,2,4,4,0,5,0,14,2,1,0,0,2,10,0,0,1,0,7,1,0,6,4,0,0,65,0,1,0,0,14,0,1,3,27,0,0,0,2,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,0,3,2,0,0,10,15,0,0,0,0,0,1,0,1,0,0,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,6,5,0,0,0,0,0,0,0,76,2,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,17,0,0,0,0,2,5,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,1,2,1,0,4,0,0,3,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,4,0,0,0,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,14,0,3
Cell_113,8,1,0,0,0,0,2,0,11,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,31,6,0,10,0,0,1,0,4,0,61,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,3,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,27,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,82,1,4,0,0,0,0,1,0,1,0,25,0,0,0,0,1,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,22,0,0,117,0,0,0,0,7,0,8,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,0,1,1,24,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,2,0,0,0,1,0,1,5,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,3,0,0,1,0,0,0,0,0,0,19,10,2,0,23
Cell_114,0,0,0,0,5,34,0,4,0,0,0,0,0,1,5,0,2,11,0,0,0,9,1,5,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,29,0,0,5,1,0,1,4,0,0,14,0,1,8,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,500,0,0,1,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,15,2,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,93,10,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,9,0,4,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,68,3,0,0,0,0,0,5,0,1,0,1,0,2,1,0,0,0,0,28,11,0,1,0,1,4,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,12,0,651,0,0,3,0,0,1,0,0,0,0,22,0,3,1,1,0,0,0,40,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,46,1,0,0,0,0,14,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,0,0,0,0,0,2,0,0,1,0,0,11,2,0,1,0
Cell_115,2,0,0,1,25,4,2,0,0,0,6,7,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,12,2,0,0,54,21,0,11,0,0,1,1,0,1,3,4,0,0,1,2,5,0,1,9,0,0,1,0,0,0,3,0,1,0,0,2,40,1,0,0,0,1,0,0,0,0,6,0,0,0,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,5,0,18,0,0,0,1,0,0,0,0,2,0,15,0,0,1,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,1,18,0,34,0,0,0,0,9,0,2,1,19,0,2,0,0,23,0,0,5,2,0,0,0,0,1,0,0,3,0,2,0,2,1,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,128,0,0,0,0,0,0,0,0,0,0,1,201,10,1,2,1,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0,6,15,0,0,1,0,0,0,0,0,4,0,0,0,29,0,0,11
Cell_116,2,0,0,1,7,1,0,7,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,2,0,0,10,0,0,5,300,2,0,2,0,105,3,0,0,4,0,0,1,8,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,26,0,1,0,1,0,4,0,2,0,0,3,54,0,1,0,25,0,0,0,0,0,4,2,2,0,19,0,0,0,0,3,0,0,0,2,0,0,0,0,18,0,0,0,2,0,0,30,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,13,50,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,43,3,0,0,0,0,9,33,0,46,0,0,16,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,0,1,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,1,0,1,0,2,4,2,0,0,0,0,0,10,0,0,0,0,6,0,0,0,1,0,10,0,0,1,1,0,0,0,0,0,6,13,0,0,110
Cell_117,0,2,0,0,8,17,0,0,10,0,2,5,0,0,0,0,1,0,0,1,2,1,2,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,18,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,49,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,4,0,0,0,0,0,2,18,0,0,0,0,0,2,0,0,3,0,1,0,0,0,3,0,0,1,0,0,2,0,0,0,1,0,6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0,0,1,17,0,0,1,0,1,0,22,0,4,2,1,0,0,3,0,1,0,69,0,0,0,213,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,4,0,3,0,12,0,4,0,0,0,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,6,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,53,1,0,15,0,0,0,2,0,1,0,0,0,74,43,1,0,0
Cell_118,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,3,0,0,13,8,0,0,0,8,0,0,0,0,1,3,0,1,1,0,2,2,0,15,0,0,0,12,0,0,1,0,5,0,0,1,13,1,2,1,0,0,0,0,0,0,0,0,0,0,8,23,1,0,0,0,3,0,0,0,0,0,0,2,13,10,0,0,0,0,13,0,4,0,1,0,0,0,1,0,0,0,0,63,0,0,0,2,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,1,0,0,0,0,0,36,1,13,4,1,0,3,0,0,7,0,0,2,0,1,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,10,0,0,1,0,0,3,0,0,1,0,0,4,0,22,0,0,0,0,0,12,0,0,0,0,0,9,0,0,1,0,1,3,4,10,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,41,0,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,8,0,0,0,0,0,0,12,0,0,20,5,15,0,0
Cell_119,2,0,1,0,0,0,0,0,6,0,0,1,1,0,0,0,1,0,0,6,0,1,0,3,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,1,0,34,0,0,3,0,15,0,21,1,5,0,5,0,0,0,0,1,0,0,0,0,0,3,0,13,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,3,0,5,1,2,2,0,5,1,0,0,1,0,0,0,0,0,0,0,0,60,0,1,3,9,0,0,5,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28,0,4,0,0,0,0,20,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,10,2,1,0,0,0,8,0,0,4,0,0,0,0,8,4,0,0,0,0,1,0,13,0,9,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,5,2,0,0,5,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,12,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,3,0,0,5,0,0,0,0,0,0,0,0,0,84,5,0,0,0
Cell_120,0,0,0,0,8,8,1,8,0,0,2,16,0,1,0,0,10,3,0,1,0,3,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,190,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,13,0,0,0,7,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,1,0,6,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,103,0,0,0,8,0,0,108,6,0,0,0,0,0,0,2,0,0,15,0,0,127,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,29,0,12,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,2,0,0,0,27,0,1,1,0,0,8,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,30,0,0,0,0,1,0,0,23,0,0,2,0,0,1,0,0,31,0,0,0,0,1,0,0,22,4,0,3,4,0,1,0,0,0,0,0,0,0,0,48,1,0
Cell_121,0,0,0,0,4,0,0,0,10,0,5,31,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,72,1,0,2,2,0,0,6,0,0,0,0,0,99,0,0,2,0,0,0,1,0,0,0,0,1,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,15,0,0,1,0,0,0,14,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,11,1,2,1,0,0,0,0,0,31,0,0,5,2,0,0,0,0,0,378,0,7,0,0,0,0,0,0,3,0,7,0,1,25,0,0,0,1632,4,0,0,0,0,0,10,0,2375,0,0,0,13,0,0,0,4,0,0,1,0,0,8,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169,0,0,0,1,11,0,0,2,12,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,11,0,0,0,15,0,0,0,0,66,0,0,0,1,0,9,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,6,2,0,0,45,0,0,0,0,0,0,7,0,0,0,0,0,0,8
Cell_122,2,0,0,1,0,0,0,0,12,0,5,1,0,0,0,0,0,10,1,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,20,3,5,0,0,0,6,0,5,1,0,1,0,0,0,4,4,4,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,8,0,0,7,0,0,0,0,0,40,0,0,0,0,0,0,0,0,4,0,0,1,66,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,19,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,25,0,2,1,2,0,0,1,0,0,0,0,3,0,0,0,0,0,30,0,0,20,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,3,0,0,0,39,0,0,0,2,2,0,0,0,0,0,0,0,18,1,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,62,0,0,0,0,5,16,1,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,10,31,0,39,1,0,1,0,0,0,0,0,0,0,0,19,1,0
Cell_123,0,0,0,0,0,0,0,0,43,0,4,0,0,0,0,0,6,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,10,1,0,12,1,1,0,3,10,0,23,2,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,49,0,0,1,1,0,1,0,1,0,0,3,0,0,0,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,8,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,1,0,41,19,0,2,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,1,92,0,0,0,0,6,0,0,0,0,0,0,0,2,34,0,0,0,1,0,0,13,2,1,1,9,15,3,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,4,0,0,0,1642,0,0,0,0,32,0,1,1,0,1,12,0,4,0,0,3,0,0,7,1,1,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,26,0,0,51,0,0,0,2,0,0,18,0,0,6,1,0,0,2
Cell_124,0,0,0,0,1,1,0,19,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,409,0,0,7,2,0,2,0,14,0,0,0,7,1,0,0,0,0,12,0,0,1,4,1,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,30,6,15,1,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,1,0,0,1,32,0,0,0,0,0,7,0,0,0,42,0,2,4,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,62,4,40,0,0,0,0,0,0,4,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,17,0,0,0,0,0,2,0,0,0,0,10,0,0,3,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,0,3,1,0,1,0,0,0,0,0,14,0,0,0,0,1,0,2,8,4,0,0,9,0,1,0,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,2,0,0,19,0,0,0,1,0,6,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,11,0,0,7,0,0,0,2
Cell_125,4,0,1,0,2,0,0,0,3,0,0,1,2,0,0,0,7,3,0,0,0,11,0,0,0,1,0,1,1,2,0,0,1,0,6,1,35,14,0,0,0,0,0,2,0,3,0,1,0,2,0,1,2,7,0,0,0,0,0,0,0,0,0,1,2,11,6,3,0,130,0,0,6,0,31,0,0,0,21,1,0,0,2,0,0,0,0,1,0,0,0,9,1,2,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,92,0,6,0,7,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,6,58,0,0,0,0,2,0,0,0,0,1,0,2,0,13,0,0,18,0,0,1,7,1,5,0,147,0,2,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,62,2,0,0,0,8,91,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,125,2,1,0,0,3,0,0,0,12,4,0,0,13,15,0,1,0,0,0,0,0,0,0,5,0,13,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,44,0,0,14,0,0,0,1,0,0,54,0,0,0,2,20,1,9
