Gene 1	Gene 2	Weight	Network group	Network
CD2	CD3G	0.007254567	Co-expression	Bild-Nevins-2006 B
CD2	CXCR4	0.008500608	Co-expression	Bild-Nevins-2006 B
CD2	CD45	0.005110961	Co-expression	Bild-Nevins-2006 B
CD2	CD52	0.0031324697	Co-expression	Bild-Nevins-2006 B
LDHB	TMEM123	0.009221859	Co-expression	Bild-Nevins-2006 B
GLRX	FCGR3A	0.009181604	Co-expression	Bild-Nevins-2006 B
GLRX	TPST2	0.020716932	Co-expression	Bild-Nevins-2006 B
GLRX	PLEK	0.005335276	Co-expression	Bild-Nevins-2006 B
GLRX	CAPN2	0.019257186	Co-expression	Bild-Nevins-2006 B
CD69	CD300A	0.018246567	Co-expression	Bild-Nevins-2006 B
CD69	KLRD1	0.01751384	Co-expression	Bild-Nevins-2006 B
CD69	CCR6	0.01955669	Co-expression	Bild-Nevins-2006 B
CD69	ARHGAP25	0.0054908376	Co-expression	Bild-Nevins-2006 B
CD69	CD197	0.0063670175	Co-expression	Bild-Nevins-2006 B
CD69	CD161	0.009422385	Co-expression	Bild-Nevins-2006 B
CD69	GPR183	0.016415715	Co-expression	Bild-Nevins-2006 B
CD69	CD3E	0.0058430545	Co-expression	Bild-Nevins-2006 B
CD69	GZMK	0.008472661	Co-expression	Bild-Nevins-2006 B
CD69	CD3G	0.017037341	Co-expression	Bild-Nevins-2006 B
CD69	CD45	0.00923109	Co-expression	Bild-Nevins-2006 B
CD69	CD52	0.0055003823	Co-expression	Bild-Nevins-2006 B
CD69	CD2	0.0068264888	Co-expression	Bild-Nevins-2006 B
VCL	SVIL	0.016531138	Co-expression	Bild-Nevins-2006 B
VCL	WDR43	0.014482817	Co-expression	Bild-Nevins-2006 B
VCL	LMNA	0.008254005	Co-expression	Bild-Nevins-2006 B
VCL	ACTN1	0.01489909	Co-expression	Bild-Nevins-2006 B
VCL	CD29	0.014283255	Co-expression	Bild-Nevins-2006 B
CD127	ZNF101	0.00681886	Co-expression	Bild-Nevins-2006 B
CD127	RASGRP2	0.009591463	Co-expression	Bild-Nevins-2006 B
CD127	CD6	0.006321819	Co-expression	Bild-Nevins-2006 B
CD127	ARHGAP45	0.0040813154	Co-expression	Bild-Nevins-2006 B
CD127	PDE3B	0.011431673	Co-expression	Bild-Nevins-2006 B
CD127	PASK	0.0075623435	Co-expression	Bild-Nevins-2006 B
CD127	CXCR3	0.009514566	Co-expression	Bild-Nevins-2006 B
CD127	TCF7	0.0107484395	Co-expression	Bild-Nevins-2006 B
CD127	CCR6	0.008533012	Co-expression	Bild-Nevins-2006 B
CD127	SELPLG	0.0064752176	Co-expression	Bild-Nevins-2006 B
CD127	KCNAB2	0.008077377	Co-expression	Bild-Nevins-2006 B
CD127	LTB	0.004305214	Co-expression	Bild-Nevins-2006 B
CD127	TTN	0.008098188	Co-expression	Bild-Nevins-2006 B
CD127	CD5	0.009956057	Co-expression	Bild-Nevins-2006 B
CD127	ARHGAP25	0.0031915074	Co-expression	Bild-Nevins-2006 B
CD127	CD197	0.0044983854	Co-expression	Bild-Nevins-2006 B
CD127	ATP2B1	0.007436774	Co-expression	Bild-Nevins-2006 B
CD127	PRKCB	0.009580799	Co-expression	Bild-Nevins-2006 B
CD127	FCMR	0.00656543	Co-expression	Bild-Nevins-2006 B
CD127	SATB1	0.004761813	Co-expression	Bild-Nevins-2006 B
CD127	GPR183	0.007791147	Co-expression	Bild-Nevins-2006 B
CD127	STK10	0.0041551297	Co-expression	Bild-Nevins-2006 B
CD127	CD3E	0.0037635635	Co-expression	Bild-Nevins-2006 B
CD127	MAL	0.0073910174	Co-expression	Bild-Nevins-2006 B
CD127	CD3G	0.008239988	Co-expression	Bild-Nevins-2006 B
CD127	CXCR4	0.008388777	Co-expression	Bild-Nevins-2006 B
CD127	CD52	0.003491596	Co-expression	Bild-Nevins-2006 B
CD127	CD2	0.0037052175	Co-expression	Bild-Nevins-2006 B
CD127	CD69	0.007092243	Co-expression	Bild-Nevins-2006 B
DGKA	RASGRP2	0.010351744	Co-expression	Bild-Nevins-2006 B
DGKA	CD28	0.0074226107	Co-expression	Bild-Nevins-2006 B
DGKA	ARHGAP45	0.0046242666	Co-expression	Bild-Nevins-2006 B
DGKA	RASSF1	0.006373145	Co-expression	Bild-Nevins-2006 B
DGKA	TCF7	0.010902546	Co-expression	Bild-Nevins-2006 B
DGKA	CCR6	0.009719791	Co-expression	Bild-Nevins-2006 B
DGKA	SELPLG	0.0071694753	Co-expression	Bild-Nevins-2006 B
DGKA	KCNAB2	0.0085846875	Co-expression	Bild-Nevins-2006 B
DGKA	LTB	0.0052566356	Co-expression	Bild-Nevins-2006 B
DGKA	TTN	0.008552489	Co-expression	Bild-Nevins-2006 B
DGKA	ARHGAP25	0.0036784648	Co-expression	Bild-Nevins-2006 B
DGKA	CD197	0.004285026	Co-expression	Bild-Nevins-2006 B
DGKA	LILRB1	0.007798806	Co-expression	Bild-Nevins-2006 B
DGKA	PRKCB	0.010343854	Co-expression	Bild-Nevins-2006 B
DGKA	CD42b	0.0066721803	Co-expression	Bild-Nevins-2006 B
DGKA	FCMR	0.0071215583	Co-expression	Bild-Nevins-2006 B
DGKA	STK10	0.0044353977	Co-expression	Bild-Nevins-2006 B
DGKA	CD3E	0.0038148505	Co-expression	Bild-Nevins-2006 B
DGKA	MAL	0.007410348	Co-expression	Bild-Nevins-2006 B
DGKA	ATM	0.009280328	Co-expression	Bild-Nevins-2006 B
DGKA	CD52	0.003595372	Co-expression	Bild-Nevins-2006 B
DGKA	CD127	0.0046018697	Co-expression	Bild-Nevins-2006 B
CD19	RASGRP2	0.0112583125	Co-expression	Bild-Nevins-2006 B
CD19	CD6	0.006315784	Co-expression	Bild-Nevins-2006 B
CD19	ARHGAP45	0.0044077127	Co-expression	Bild-Nevins-2006 B
CD19	TCF7	0.010485726	Co-expression	Bild-Nevins-2006 B
CD19	CCR6	0.010657755	Co-expression	Bild-Nevins-2006 B
CD19	KCNAB2	0.008141524	Co-expression	Bild-Nevins-2006 B
CD19	LTB	0.0051731463	Co-expression	Bild-Nevins-2006 B
CD19	TTN	0.008110603	Co-expression	Bild-Nevins-2006 B
CD19	CD5	0.009865779	Co-expression	Bild-Nevins-2006 B
CD19	ARHGAP25	0.0036768322	Co-expression	Bild-Nevins-2006 B
CD19	CD197	0.004526911	Co-expression	Bild-Nevins-2006 B
CD19	PRKCB	0.010362277	Co-expression	Bild-Nevins-2006 B
CD19	CD42b	0.0069776005	Co-expression	Bild-Nevins-2006 B
CD19	FCMR	0.007534618	Co-expression	Bild-Nevins-2006 B
CD19	STK10	0.0042239856	Co-expression	Bild-Nevins-2006 B
CD19	CD3E	0.0036398424	Co-expression	Bild-Nevins-2006 B
CD19	MAL	0.008133379	Co-expression	Bild-Nevins-2006 B
CD19	ATM	0.008909409	Co-expression	Bild-Nevins-2006 B
CD19	CD3G	0.007750766	Co-expression	Bild-Nevins-2006 B
CD19	CD52	0.0038850238	Co-expression	Bild-Nevins-2006 B
CD19	CD127	0.0046058293	Co-expression	Bild-Nevins-2006 B
CD19	DGKA	0.00522258	Co-expression	Bild-Nevins-2006 B
TGFBR3	LRRN3	0.015425475	Co-expression	Bild-Nevins-2006 B
TGFBR3	CX3CR1	0.016249605	Co-expression	Bild-Nevins-2006 B
SRPK2	UBQLN2	0.006767472	Co-expression	Bild-Nevins-2006 B
EMP3	ARHGAP45	0.006368264	Co-expression	Bild-Nevins-2006 B
EMP3	APBA2	0.016476406	Co-expression	Bild-Nevins-2006 B
EMP3	MYO1F	0.010749278	Co-expression	Bild-Nevins-2006 B
EMP3	LTB	0.00577825	Co-expression	Bild-Nevins-2006 B
EMP3	NKG7	0.0076969867	Co-expression	Bild-Nevins-2006 B
EMP3	STK10	0.0067085274	Co-expression	Bild-Nevins-2006 B
EMP3	CD3E	0.0050396807	Co-expression	Bild-Nevins-2006 B
EMP3	CD52	0.0048249736	Co-expression	Bild-Nevins-2006 B
EMP3	CD2	0.005310621	Co-expression	Bild-Nevins-2006 B
EMP3	CD127	0.0059615774	Co-expression	Bild-Nevins-2006 B
CD55	NT5E	0.019677559	Co-expression	Bild-Nevins-2006 B
CD38	SAMHD1	0.00797461	Co-expression	Bild-Nevins-2006 B
CD38	LPCAT1	0.011641702	Co-expression	Bild-Nevins-2006 B
CD38	GZMB	0.007615033	Co-expression	Bild-Nevins-2006 B
CD38	TPST2	0.013026717	Co-expression	Bild-Nevins-2006 B
CD38	PDK1	0.010489032	Co-expression	Bild-Nevins-2006 B
CD38	PLEK	0.004569222	Co-expression	Bild-Nevins-2006 B
CD38	CD8	0.0063058673	Co-expression	Bild-Nevins-2006 B
CD38	ISG20	0.009343864	Co-expression	Bild-Nevins-2006 B
CD38	CD2	0.004459936	Co-expression	Bild-Nevins-2006 B
EXOSC8	TMEM123	0.013679193	Co-expression	Bild-Nevins-2006 B
FGR	SYNE1	0.009534907	Co-expression	Bild-Nevins-2006 B
FGR	CD101	0.008307514	Co-expression	Bild-Nevins-2006 B
FGR	CD6	0.008612768	Co-expression	Bild-Nevins-2006 B
FGR	ARHGAP45	0.003895389	Co-expression	Bild-Nevins-2006 B
FGR	AIF1	0.011288018	Co-expression	Bild-Nevins-2006 B
FGR	PDE3B	0.012686762	Co-expression	Bild-Nevins-2006 B
FGR	KLRD1	0.008258812	Co-expression	Bild-Nevins-2006 B
FGR	SELPLG	0.009364936	Co-expression	Bild-Nevins-2006 B
FGR	MYO1F	0.007952572	Co-expression	Bild-Nevins-2006 B
FGR	KCNAB2	0.011296748	Co-expression	Bild-Nevins-2006 B
FGR	ARHGAP25	0.0038070679	Co-expression	Bild-Nevins-2006 B
FGR	CD197	0.003749796	Co-expression	Bild-Nevins-2006 B
FGR	CD4	0.011037185	Co-expression	Bild-Nevins-2006 B
FGR	NKG7	0.005162304	Co-expression	Bild-Nevins-2006 B
FGR	CD31	0.010957015	Co-expression	Bild-Nevins-2006 B
FGR	ADAM8	0.010666071	Co-expression	Bild-Nevins-2006 B
FGR	STK10	0.0046072127	Co-expression	Bild-Nevins-2006 B
FGR	CD3E	0.0038852147	Co-expression	Bild-Nevins-2006 B
FGR	CD8	0.005396768	Co-expression	Bild-Nevins-2006 B
FGR	ATM	0.013765464	Co-expression	Bild-Nevins-2006 B
FGR	CD2	0.0038101436	Co-expression	Bild-Nevins-2006 B
FGR	CD69	0.009063723	Co-expression	Bild-Nevins-2006 B
SPINT2	ADGRG1	0.020266438	Co-expression	Bild-Nevins-2006 B
CD122	GZMB	0.012248296	Co-expression	Bild-Nevins-2006 B
CD122	GNLY	0.023910606	Co-expression	Bild-Nevins-2006 B
CD122	CD161	0.013661971	Co-expression	Bild-Nevins-2006 B
CD122	SH3BP5	0.024520725	Co-expression	Bild-Nevins-2006 B
CD122	NKG7	0.012077215	Co-expression	Bild-Nevins-2006 B
CD122	PLEK	0.008834069	Co-expression	Bild-Nevins-2006 B
CD122	CD3E	0.008377097	Co-expression	Bild-Nevins-2006 B
CD122	CD8	0.012228268	Co-expression	Bild-Nevins-2006 B
CD122	GZMK	0.014994859	Co-expression	Bild-Nevins-2006 B
CD122	CD45	0.013227354	Co-expression	Bild-Nevins-2006 B
CD122	CD52	0.007209981	Co-expression	Bild-Nevins-2006 B
CD122	CD2	0.010475485	Co-expression	Bild-Nevins-2006 B
CD3D	CD6	0.004867346	Co-expression	Bild-Nevins-2006 B
CD3D	ARHGAP45	0.0034062103	Co-expression	Bild-Nevins-2006 B
CD3D	GZMH	0.00476031	Co-expression	Bild-Nevins-2006 B
CD3D	PDE3B	0.007023391	Co-expression	Bild-Nevins-2006 B
CD3D	KLRD1	0.004681741	Co-expression	Bild-Nevins-2006 B
CD3D	CXCR3	0.008598908	Co-expression	Bild-Nevins-2006 B
CD3D	GZMB	0.004222233	Co-expression	Bild-Nevins-2006 B
CD3D	TCF7	0.007004888	Co-expression	Bild-Nevins-2006 B
CD3D	APBA2	0.0064942418	Co-expression	Bild-Nevins-2006 B
CD3D	SELPLG	0.005463696	Co-expression	Bild-Nevins-2006 B
CD3D	GNLY	0.0074328654	Co-expression	Bild-Nevins-2006 B
CD3D	MYO1F	0.004741826	Co-expression	Bild-Nevins-2006 B
CD3D	RGS19	0.0056319293	Co-expression	Bild-Nevins-2006 B
CD3D	LTB	0.003223104	Co-expression	Bild-Nevins-2006 B
CD3D	CD5	0.0076082326	Co-expression	Bild-Nevins-2006 B
CD3D	ARHGAP25	0.002601456	Co-expression	Bild-Nevins-2006 B
CD3D	CD197	0.0031208235	Co-expression	Bild-Nevins-2006 B
CD3D	CD161	0.0048334417	Co-expression	Bild-Nevins-2006 B
CD3D	PRKCB	0.006789339	Co-expression	Bild-Nevins-2006 B
CD3D	NKG7	0.004171866	Co-expression	Bild-Nevins-2006 B
CD3D	GPR183	0.005764524	Co-expression	Bild-Nevins-2006 B
CD3D	PLEK	0.002872849	Co-expression	Bild-Nevins-2006 B
CD3D	STK10	0.003194987	Co-expression	Bild-Nevins-2006 B
CD3D	CD3E	0.0031226354	Co-expression	Bild-Nevins-2006 B
CD3D	CD8	0.0041493294	Co-expression	Bild-Nevins-2006 B
CD3D	ISG20	0.0048121912	Co-expression	Bild-Nevins-2006 B
CD3D	GZMK	0.0046786238	Co-expression	Bild-Nevins-2006 B
CD3D	CD3G	0.0060942727	Co-expression	Bild-Nevins-2006 B
CD3D	CXCR4	0.007068042	Co-expression	Bild-Nevins-2006 B
CD3D	CD45	0.004257636	Co-expression	Bild-Nevins-2006 B
CD3D	CD52	0.0028765062	Co-expression	Bild-Nevins-2006 B
CD3D	CD2	0.003606558	Co-expression	Bild-Nevins-2006 B
CD3D	CD69	0.005687319	Co-expression	Bild-Nevins-2006 B
CD3D	CD127	0.0032299878	Co-expression	Bild-Nevins-2006 B
CD3D	EMP3	0.0048778593	Co-expression	Bild-Nevins-2006 B
CD3D	CD122	0.008552252	Co-expression	Bild-Nevins-2006 B
ADRB2	WDR37	0.019079698	Co-expression	Bild-Nevins-2006 B
ADRB2	KLRD1	0.019879198	Co-expression	Bild-Nevins-2006 B
ADRB2	TTN	0.020345017	Co-expression	Bild-Nevins-2006 B
ADRB2	ARHGAP25	0.006566672	Co-expression	Bild-Nevins-2006 B
ADRB2	TBC1D4	0.024444455	Co-expression	Bild-Nevins-2006 B
ADRB2	GPR183	0.016094772	Co-expression	Bild-Nevins-2006 B
ADRB2	CD3E	0.0062229955	Co-expression	Bild-Nevins-2006 B
ADRB2	CD8	0.009303088	Co-expression	Bild-Nevins-2006 B
ADRB2	CD45	0.009935886	Co-expression	Bild-Nevins-2006 B
ADRB2	CD69	0.015866924	Co-expression	Bild-Nevins-2006 B
ADRB2	FGR	0.011330476	Co-expression	Bild-Nevins-2006 B
CD14	FCGR3A	0.011571639	Co-expression	Bild-Nevins-2006 B
CD14	FCGR3B	0.010440045	Co-expression	Bild-Nevins-2006 B
CD14	CD11B	0.013215779	Co-expression	Bild-Nevins-2006 B
CD14	EMP3	0.011791729	Co-expression	Bild-Nevins-2006 B
NPM1	RSL1D1	0.022208367	Co-expression	Bild-Nevins-2006 B
NPM1	RACK1	0.017332075	Co-expression	Bild-Nevins-2006 B
NPM1	EIF3E	0.02233082	Co-expression	Bild-Nevins-2006 B
IL10RA	ARHGAP45	0.0058130473	Co-expression	Bild-Nevins-2006 B
IL10RA	GZMB	0.006723517	Co-expression	Bild-Nevins-2006 B
IL10RA	APBA2	0.011847331	Co-expression	Bild-Nevins-2006 B
IL10RA	GNLY	0.011257403	Co-expression	Bild-Nevins-2006 B
IL10RA	MYO1F	0.008516132	Co-expression	Bild-Nevins-2006 B
IL10RA	ARHGAP25	0.0041582803	Co-expression	Bild-Nevins-2006 B
IL10RA	CD197	0.004998198	Co-expression	Bild-Nevins-2006 B
IL10RA	CD161	0.008197883	Co-expression	Bild-Nevins-2006 B
IL10RA	NKG7	0.0064406707	Co-expression	Bild-Nevins-2006 B
IL10RA	GPR183	0.010631771	Co-expression	Bild-Nevins-2006 B
IL10RA	CD3E	0.0050257905	Co-expression	Bild-Nevins-2006 B
IL10RA	CD8	0.0063324496	Co-expression	Bild-Nevins-2006 B
IL10RA	GZMK	0.007346963	Co-expression	Bild-Nevins-2006 B
IL10RA	CXCR4	0.013751785	Co-expression	Bild-Nevins-2006 B
IL10RA	CD52	0.004431149	Co-expression	Bild-Nevins-2006 B
IL10RA	CD2	0.0057781246	Co-expression	Bild-Nevins-2006 B
IL10RA	EMP3	0.009182072	Co-expression	Bild-Nevins-2006 B
IL10RA	CD122	0.014031556	Co-expression	Bild-Nevins-2006 B
IL10RA	CD3D	0.0049281777	Co-expression	Bild-Nevins-2006 B
IL10RA	CD14	0.009591437	Co-expression	Bild-Nevins-2006 B
CD18	CD300A	0.0072060935	Co-expression	Bild-Nevins-2006 B
CD18	GZMH	0.0057592466	Co-expression	Bild-Nevins-2006 B
CD18	AIF1	0.009088061	Co-expression	Bild-Nevins-2006 B
CD18	SAMHD1	0.0055930214	Co-expression	Bild-Nevins-2006 B
CD18	FCGR3A	0.004377733	Co-expression	Bild-Nevins-2006 B
CD18	GZMB	0.005055864	Co-expression	Bild-Nevins-2006 B
CD18	GNLY	0.008342047	Co-expression	Bild-Nevins-2006 B
CD18	MYO1F	0.005875666	Co-expression	Bild-Nevins-2006 B
CD18	TPST2	0.0067572133	Co-expression	Bild-Nevins-2006 B
CD18	RGS19	0.0066730976	Co-expression	Bild-Nevins-2006 B
CD18	ARHGAP25	0.002834192	Co-expression	Bild-Nevins-2006 B
CD18	CD161	0.005139707	Co-expression	Bild-Nevins-2006 B
CD18	PDK1	0.004962391	Co-expression	Bild-Nevins-2006 B
CD18	CD4	0.0076620383	Co-expression	Bild-Nevins-2006 B
CD18	NKG7	0.004731667	Co-expression	Bild-Nevins-2006 B
CD18	PLEK	0.004038508	Co-expression	Bild-Nevins-2006 B
CD18	CD8	0.0045579257	Co-expression	Bild-Nevins-2006 B
CD18	GZMK	0.005063979	Co-expression	Bild-Nevins-2006 B
CD18	CXCR4	0.0077175205	Co-expression	Bild-Nevins-2006 B
CD18	CD45	0.0053146076	Co-expression	Bild-Nevins-2006 B
CD18	CD52	0.0030314808	Co-expression	Bild-Nevins-2006 B
CD18	CD2	0.0037632964	Co-expression	Bild-Nevins-2006 B
CD18	EMP3	0.005930686	Co-expression	Bild-Nevins-2006 B
CD18	CD38	0.0049948175	Co-expression	Bild-Nevins-2006 B
CD18	CD122	0.009630628	Co-expression	Bild-Nevins-2006 B
CD18	CD3D	0.0031486866	Co-expression	Bild-Nevins-2006 B
CD18	CD14	0.0075243167	Co-expression	Bild-Nevins-2006 B
CD18	IL10RA	0.005737702	Co-expression	Bild-Nevins-2006 B
CD27	RASGRP2	0.0073811356	Co-expression	Bild-Nevins-2006 B
CD27	ARL4C	0.0056865187	Co-expression	Bild-Nevins-2006 B
CD27	CD6	0.005612947	Co-expression	Bild-Nevins-2006 B
CD27	ARHGAP45	0.0034355947	Co-expression	Bild-Nevins-2006 B
CD27	CXCR3	0.008066167	Co-expression	Bild-Nevins-2006 B
CD27	TCF7	0.007219556	Co-expression	Bild-Nevins-2006 B
CD27	CCR6	0.006809482	Co-expression	Bild-Nevins-2006 B
CD27	APBA2	0.0061399755	Co-expression	Bild-Nevins-2006 B
CD27	SELPLG	0.0056243115	Co-expression	Bild-Nevins-2006 B
CD27	GNLY	0.006349134	Co-expression	Bild-Nevins-2006 B
CD27	MYO1F	0.005347275	Co-expression	Bild-Nevins-2006 B
CD27	RGS19	0.0051794914	Co-expression	Bild-Nevins-2006 B
CD27	KCNAB2	0.006103278	Co-expression	Bild-Nevins-2006 B
CD27	LTB	0.0035691122	Co-expression	Bild-Nevins-2006 B
CD27	CD5	0.008104471	Co-expression	Bild-Nevins-2006 B
CD27	ARHGAP25	0.002888449	Co-expression	Bild-Nevins-2006 B
CD27	CD197	0.0031465914	Co-expression	Bild-Nevins-2006 B
CD27	CD161	0.0043370756	Co-expression	Bild-Nevins-2006 B
CD27	PRKCB	0.0072790105	Co-expression	Bild-Nevins-2006 B
CD27	CD42b	0.0048225047	Co-expression	Bild-Nevins-2006 B
CD27	FCMR	0.004748816	Co-expression	Bild-Nevins-2006 B
CD27	NKG7	0.0038108071	Co-expression	Bild-Nevins-2006 B
CD27	GPR183	0.00556102	Co-expression	Bild-Nevins-2006 B
CD27	STK10	0.0034472167	Co-expression	Bild-Nevins-2006 B
CD27	CD3E	0.0030617788	Co-expression	Bild-Nevins-2006 B
CD27	CD8	0.003356027	Co-expression	Bild-Nevins-2006 B
CD27	MAL	0.0051793903	Co-expression	Bild-Nevins-2006 B
CD27	ISG20	0.005096929	Co-expression	Bild-Nevins-2006 B
CD27	GZMK	0.0039551468	Co-expression	Bild-Nevins-2006 B
CD27	ATM	0.0067023267	Co-expression	Bild-Nevins-2006 B
CD27	CD3G	0.0056517	Co-expression	Bild-Nevins-2006 B
CD27	CXCR4	0.0062320726	Co-expression	Bild-Nevins-2006 B
CD27	CD45	0.0042247	Co-expression	Bild-Nevins-2006 B
CD27	CD52	0.0030127517	Co-expression	Bild-Nevins-2006 B
CD27	CD2	0.0032268213	Co-expression	Bild-Nevins-2006 B
CD27	CD127	0.0032450182	Co-expression	Bild-Nevins-2006 B
CD27	DGKA	0.003533863	Co-expression	Bild-Nevins-2006 B
CD27	CD19	0.0037166786	Co-expression	Bild-Nevins-2006 B
CD27	EMP3	0.0049382024	Co-expression	Bild-Nevins-2006 B
CD27	CD122	0.007602016	Co-expression	Bild-Nevins-2006 B
CD27	CD3D	0.0028642544	Co-expression	Bild-Nevins-2006 B
CD27	IL10RA	0.004635391	Co-expression	Bild-Nevins-2006 B
CD27	CD18	0.0029738501	Co-expression	Bild-Nevins-2006 B
CD62L	RASGRP2	0.009256893	Co-expression	Bild-Nevins-2006 B
CD62L	ARHGAP45	0.0038849583	Co-expression	Bild-Nevins-2006 B
CD62L	PDE3B	0.009155786	Co-expression	Bild-Nevins-2006 B
CD62L	PASK	0.0075449315	Co-expression	Bild-Nevins-2006 B
CD62L	CXCR3	0.008362969	Co-expression	Bild-Nevins-2006 B
CD62L	TCF7	0.009799452	Co-expression	Bild-Nevins-2006 B
CD62L	CCR6	0.008699312	Co-expression	Bild-Nevins-2006 B
CD62L	LTB	0.0041648443	Co-expression	Bild-Nevins-2006 B
CD62L	TTN	0.0073192636	Co-expression	Bild-Nevins-2006 B
CD62L	CD5	0.009120142	Co-expression	Bild-Nevins-2006 B
CD62L	ARHGAP25	0.0032321543	Co-expression	Bild-Nevins-2006 B
CD62L	CD197	0.004205671	Co-expression	Bild-Nevins-2006 B
CD62L	CD161	0.004822017	Co-expression	Bild-Nevins-2006 B
CD62L	ATP2B1	0.006469951	Co-expression	Bild-Nevins-2006 B
CD62L	PRKCB	0.009124318	Co-expression	Bild-Nevins-2006 B
CD62L	SH3BP5	0.0068971557	Co-expression	Bild-Nevins-2006 B
CD62L	FCMR	0.006559699	Co-expression	Bild-Nevins-2006 B
CD62L	SATB1	0.0042094374	Co-expression	Bild-Nevins-2006 B
CD62L	GPR183	0.0077453116	Co-expression	Bild-Nevins-2006 B
CD62L	STK10	0.0036735295	Co-expression	Bild-Nevins-2006 B
CD62L	CD3E	0.0034259788	Co-expression	Bild-Nevins-2006 B
CD62L	MAL	0.0066046384	Co-expression	Bild-Nevins-2006 B
CD62L	ISG20	0.0053018485	Co-expression	Bild-Nevins-2006 B
CD62L	CD3G	0.0074317534	Co-expression	Bild-Nevins-2006 B
CD62L	CXCR4	0.0074461307	Co-expression	Bild-Nevins-2006 B
CD62L	CD45	0.0051672654	Co-expression	Bild-Nevins-2006 B
CD62L	CD52	0.00363573	Co-expression	Bild-Nevins-2006 B
CD62L	CD2	0.0033766364	Co-expression	Bild-Nevins-2006 B
CD62L	CD69	0.006640877	Co-expression	Bild-Nevins-2006 B
CD62L	CD127	0.0043969103	Co-expression	Bild-Nevins-2006 B
CD62L	DGKA	0.004230236	Co-expression	Bild-Nevins-2006 B
CD62L	CD19	0.0046860413	Co-expression	Bild-Nevins-2006 B
CD62L	CD3D	0.0030762563	Co-expression	Bild-Nevins-2006 B
CD62L	CD27	0.0032787372	Co-expression	Bild-Nevins-2006 B
EEF2	AHNAK	0.008344081	Co-expression	Bild-Nevins-2006 B
EEF2	VIPR1	0.010006232	Co-expression	Bild-Nevins-2006 B
EEF2	TGFBR3	0.010880124	Co-expression	Bild-Nevins-2006 B
EEF2	NPM1	0.009292432	Co-expression	Bild-Nevins-2006 B
EEF2	RPS5	0.009377679	Co-expression	Bild-Nevins-2006 B
FLNA	ARL4C	0.023711465	Co-expression	Bild-Nevins-2006 B
FLNA	ACTN1	0.020109244	Co-expression	Bild-Nevins-2006 B
FLNA	LDHB	0.0097555565	Co-expression	Bild-Nevins-2006 B
APEX1	LITAF	0.017651765	Co-expression	Bild-Nevins-2006 B
CD49D	SYNE1	0.01678155	Co-expression	Bild-Nevins-2006 B
CD49D	LPCAT1	0.017413415	Co-expression	Bild-Nevins-2006 B
CD49D	ARHGAP25	0.006270358	Co-expression	Bild-Nevins-2006 B
CD49D	CASP8	0.019521674	Co-expression	Bild-Nevins-2006 B
CD49D	CD197	0.0070086415	Co-expression	Bild-Nevins-2006 B
CD49D	PDK1	0.013042826	Co-expression	Bild-Nevins-2006 B
CD49D	CD4	0.018791463	Co-expression	Bild-Nevins-2006 B
CD49D	CD95	0.01756326	Co-expression	Bild-Nevins-2006 B
CD49D	PLEK	0.0069113774	Co-expression	Bild-Nevins-2006 B
CD49D	CD45	0.012163879	Co-expression	Bild-Nevins-2006 B
CD49D	CD52	0.005838156	Co-expression	Bild-Nevins-2006 B
CD49D	CD38	0.011290457	Co-expression	Bild-Nevins-2006 B
CD49D	CD3D	0.005500756	Co-expression	Bild-Nevins-2006 B
CD49D	ADRB2	0.0211592	Co-expression	Bild-Nevins-2006 B
CD49D	CD18	0.0069244136	Co-expression	Bild-Nevins-2006 B
CD49D	CD27	0.0058523	Co-expression	Bild-Nevins-2006 B
CD49D	CD62L	0.0071344553	Co-expression	Bild-Nevins-2006 B
BIRC3	GZMH	0.011313429	Co-expression	Bild-Nevins-2006 B
BIRC3	KLRD1	0.009175142	Co-expression	Bild-Nevins-2006 B
BIRC3	PASK	0.0105605675	Co-expression	Bild-Nevins-2006 B
BIRC3	GZMB	0.007581966	Co-expression	Bild-Nevins-2006 B
BIRC3	PLEK	0.0054409346	Co-expression	Bild-Nevins-2006 B
BIRC3	CD8	0.0065266853	Co-expression	Bild-Nevins-2006 B
BIRC3	GZMK	0.006689835	Co-expression	Bild-Nevins-2006 B
BIRC3	CD52	0.004095206	Co-expression	Bild-Nevins-2006 B
BIRC3	CD2	0.0048606233	Co-expression	Bild-Nevins-2006 B
BIRC3	CD3D	0.004693986	Co-expression	Bild-Nevins-2006 B
BIRC3	CD18	0.004725835	Co-expression	Bild-Nevins-2006 B
LCK	ARHGAP45	0.011606204	Co-expression	Bild-Nevins-2006 B
LCK	LTB	0.012131392	Co-expression	Bild-Nevins-2006 B
LCK	ARHGAP25	0.009133826	Co-expression	Bild-Nevins-2006 B
LCK	CD197	0.011053574	Co-expression	Bild-Nevins-2006 B
LCK	STK10	0.011548996	Co-expression	Bild-Nevins-2006 B
LCK	CD3E	0.010657184	Co-expression	Bild-Nevins-2006 B
LCK	CD52	0.009304809	Co-expression	Bild-Nevins-2006 B
LCK	CD2	0.010967263	Co-expression	Bild-Nevins-2006 B
LCK	CD127	0.011419775	Co-expression	Bild-Nevins-2006 B
LCK	DGKA	0.011698066	Co-expression	Bild-Nevins-2006 B
LCK	CD19	0.011207005	Co-expression	Bild-Nevins-2006 B
LCK	CD3D	0.009701449	Co-expression	Bild-Nevins-2006 B
